dateStamp,park_sv_id,play_guid,ab_total,ab_count,pitcher_id,batter_id,ab_id,des,pitch_type,pitch_id,sz_top,sz_bot,pfx_xDataFile,pfx_zDataFile,mlbam_pitch_name,zone_location,pitch_con,stand,strikes,balls,p_throws,gid,pdes,spin,norm_ht,inning,pitcher_team,tstart,vystart,ftime,pfx_x,pfx_z,uncorrected_pfx_x,uncorrected_pfx_z,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,start_speed,px,pz,pxold,pzold,tm_spin,sb
2017-04-07,170407_005003_06,afd97add-ed64-4bfa-b386-24cac3f57be3,5,2,664641,543807,18,Pop Out,B,132,3.65,1.7,8.23157,9.04558,FF,,2,R,1,0,L,gid_2017_04_06_seamlb_houmlb_1/,Ball,137.722,0.922513,2,sea,0.07444683836925756,-133.22604424510385,0.2995409646666297,8.685940538694654,9.509358046588055,8.23157,9.04558,0.9952117896202783,55,6.414508842792664,-9.606497225677401,-136.5067807206047,-3.6055341033609696,16.134412399291993,29.497410583496094,-14.51506324005127,93.34,-1.5896218780722975,3.7089867321203025,-1.54406,3.57445,2419,01
2017-04-07,170407_005034hou,28fbe8f4-e3aa-4b51-8076-5d492ee3b96a,5,3,664641,543807,18,Pop Out,B,133,3.86418,1.95615,1.63229,4.30646,SL,1,0.922,R,1,1,L,gid_2017_04_06_seamlb_houmlb_1/,Ball,159.277,0.651245,2,sea,0.08561072078152959,-115.9135844233093,0.3434950606997861,2.3457876292354745,5.007673641208996,1.63229,4.30646,1.3382624807487908,55,6.324826108372703,-5.4015216224319635,-118.58611885159948,0.3254242876783592,3.3135722789764404,20.89028434753418,-25.105346633911132,80.94,-0.8399390421582045,3.688526273931735,-0.814637,3.53146,0,11
2017-04-07,170407_005029_06,28fbe8f4-e3aa-4b51-8076-5d492ee3b96a,5,3,664641,543807,18,Pop Out,B,133,3.65,1.7,1.63229,4.30646,SL,,2,R,1,1,L,gid_2017_04_06_seamlb_houmlb_1/,Ball,159.277,0.878419,2,sea,0.08561072078152959,-115.9135844233093,0.3434950606997861,2.3457876292354745,5.007673641208996,1.63229,4.30646,1.3382624807487908,55,6.324826108372703,-5.4015216224319635,-118.58611885159948,0.3254242876783592,3.3135722789764404,20.89028434753418,-25.105346633911132,80.94,-0.8399390421582045,3.688526273931735,-0.814637,3.53146,797,11
2017-04-07,170407_005112hou,d7f8ed6c-92ec-4da8-98c0-4da20a1e7b86,5,4,664641,543807,18,Pop Out,S,134,3.81618,1.90812,0.696417,5.66745,SL,5,0.919,R,1,2,L,gid_2017_04_06_seamlb_houmlb_1/,Called Strike,173.037,0.257905,2,sea,0.0870089071092761,-114.03289759235511,0.34940012718654334,1.448768626892951,6.37432900753087,0.696417,5.66745,1.3727337487454492,55,6.373389123623259,-5.590316466208121,-116.71613092307777,-0.8461291603497587,1.9778878602981567,20.638449478149415,-23.476638748168945,79.67,-1.0800194988236167,3.2699015600744143,-1.06003,3.1082,0,21
2017-04-07,170407_005108_06,d7f8ed6c-92ec-4da8-98c0-4da20a1e7b86,5,4,664641,543807,18,Pop Out,S,134,3.65,1.7,0.696417,5.66745,SL,,2,R,1,2,L,gid_2017_04_06_seamlb_houmlb_1/,Called Strike,173.037,0.444305,2,sea,0.0870089071092761,-114.03289759235511,0.34940012718654334,1.448768626892951,6.37432900753087,0.696417,5.66745,1.3727337487454492,55,6.373389123623259,-5.590316466208121,-116.71613092307777,-0.8461291603497587,1.9778878602981567,20.638449478149415,-23.476638748168945,79.67,-1.0800194988236167,3.2699015600744143,-1.06003,3.1082,970,21
2017-04-07,170407_005147hou,28d4f49b-5b46-4af5-8ff6-06eb0359038c,5,5,664641,543807,18,Pop Out,X,135,3.66,1.487,-0.194993,6.11669,SL,7,0.918,R,2,2,L,gid_2017_04_06_seamlb_houmlb_1/,"In play, out(s)",181.781,0.386151,2,sea,0.08591734939020117,-115.46291055132602,0.3453171218431188,0.5526264806848872,6.799406667050527,-0.194993,6.11669,1.3831850923141917,55,6.305276789847425,-3.33507147678221,-118.23603666188396,-1.2851288852485396,0.7724034700393676,21.602555084228516,-22.67550082397461,80.65,-0.10993124502897712,3.1526028515528894,-0.0826574,2.99305,0,22
2017-04-07,170407_005132_06,28d4f49b-5b46-4af5-8ff6-06eb0359038c,5,5,664641,543807,18,Pop Out,X,135,3.65,1.7,-0.194993,6.11669,SL,,2,R,2,2,L,gid_2017_04_06_seamlb_houmlb_1/,"In play, out(s)",181.781,0.326209,2,sea,0.08591734939020117,-115.46291055132602,0.3453171218431188,0.5526264806848872,6.799406667050527,-0.194993,6.11669,1.3831850923141917,55,6.305276789847425,-3.33507147678221,-118.23603666188396,-1.2851288852485396,0.7724034700393676,21.602555084228516,-22.67550082397461,80.65,-0.10993124502897712,3.1526028515528894,-0.0826574,2.99305,1051,22
2017-04-07,170407_010121hou,9637c965-aa7f-4059-82a8-b3399044aca2,1,1,664641,503556,23,Home Run,X,168,3.865,1.601,6.59352,10.5959,FF,12,0.876,R,0,0,L,gid_2017_04_06_seamlb_houmlb_1/,"In play, run(s)",148.137,-0.359844,3,sea,0.07582475983652208,-130.8088796531395,0.3050364480612525,7.088463278093869,11.059165494234572,6.59352,10.5959,1.625707615200622,55,6.428552517987106,-6.656319840646447,-134.01845368886322,-6.879880773879131,12.696890464782715,28.332764434814454,-12.369768096923828,91.61,-0.047832749172397104,2.4683172338840236,-0.000122715,2.32566,0,00
2017-04-07,170407_010110_06,9637c965-aa7f-4059-82a8-b3399044aca2,1,1,664641,503556,23,Home Run,X,168,3.64,1.7,6.59352,10.5959,FF,,2,R,0,0,L,gid_2017_04_06_seamlb_houmlb_1/,"In play, run(s)",148.137,-0.354994,3,sea,0.07582475983652208,-130.8088796531395,0.3050364480612525,7.088463278093869,11.059165494234572,6.59352,10.5959,1.625707615200622,55,6.428552517987106,-6.656319840646447,-134.01845368886322,-6.879880773879131,12.696890464782715,28.332764434814454,-12.369768096923828,91.61,-0.047832749172397104,2.4683172338840236,-0.000122715,2.32566,2424,00
2017-04-07,170407_010203hou,fff9dab6-1a10-47e6-adb3-40e9cae54f62,5,1,664641,514888,24,Strikeout,S,173,3.479,1.448,7.96699,6.65243,SL,8,0.578,R,0,0,L,gid_2017_04_06_seamlb_houmlb_1/,Swinging Strike,129.882,0.118125,3,sea,0.08405534344962919,-118.01148751207904,0.3379744046264413,8.567096886217838,7.296567490863532,7.96699,6.65243,1.9738092069226878,55,6.256232879473798,-6.436333851425324,-120.87335061671733,-2.5917059265559934,12.500137916564942,22.788523483276368,-21.532674743652343,82.55,0.33324958333430743,2.7413303637147703,0.370917,2.58346,0,00
2017-04-07,170407_010158_06,fff9dab6-1a10-47e6-adb3-40e9cae54f62,5,1,664641,514888,24,Strikeout,S,173,2.88,1.28,7.96699,6.65243,SL,,2,R,0,0,L,gid_2017_04_06_seamlb_houmlb_1/,Swinging Strike,129.882,0.629319,3,sea,0.08405534344962919,-118.01148751207904,0.3379744046264413,8.567096886217838,7.296567490863532,7.96699,6.65243,1.9738092069226878,55,6.256232879473798,-6.436333851425324,-120.87335061671733,-2.5917059265559934,12.500137916564942,22.788523483276368,-21.532674743652343,82.55,0.33324958333430743,2.7413303637147703,0.370917,2.58346,1820,00
2017-04-07,170407_010218hou,b87c24ae-2a3c-45ff-8e8c-626350f1b670,5,2,664641,514888,24,Strikeout,S,174,3.14316,1.58093,2.10003,0.85265,SL,11,0.924,R,1,0,L,gid_2017_04_06_seamlb_houmlb_1/,Called Strike,112.108,-0.212596,3,sea,0.0875418059526599,-113.34506496330509,0.3514350611716718,2.8406769623836747,1.6389584525722303,2.10003,0.85265,1.9703037555792635,55,6.296559182481199,-6.602218248790982,-115.99312746871934,-0.9176076157712809,3.8333672199249267,20.243395614624024,-29.967298461914062,79.22,-0.7678295763762863,2.369475557458655,-0.749173,2.19599,0,01
2017-04-07,170407_010214_06,b87c24ae-2a3c-45ff-8e8c-626350f1b670,5,2,664641,514888,24,Strikeout,S,174,2.88,1.28,2.10003,0.85265,SL,,2,R,1,0,L,gid_2017_04_06_seamlb_houmlb_1/,Called Strike,112.108,0.144983,3,sea,0.0875418059526599,-113.34506496330509,0.3514350611716718,2.8406769623836747,1.6389584525722303,2.10003,0.85265,1.9703037555792635,55,6.296559182481199,-6.602218248790982,-115.99312746871934,-0.9176076157712809,3.8333672199249267,20.243395614624024,-29.967298461914062,79.22,-0.7678295763762863,2.369475557458655,-0.749173,2.19599,383,01
2017-04-07,170407_010234hou,5da8a3b7-3a67-40a6-9e2f-f62728d2fb99,5,3,664641,514888,24,Strikeout,B,175,3.15517,1.44883,7.02939,8.72291,FF,4,0.831,R,2,0,L,gid_2017_04_06_seamlb_houmlb_1/,Ball,141.162,2.54637,3,sea,0.07413005179681978,-133.74950931909663,0.29881830856548686,7.496511202875632,9.1879943324658,7.02939,8.72291,1.465709935871848,55,6.445088603476066,-4.713210447375124,-137.18073066977024,-1.4180461386075534,13.99244271850586,30.987387466430665,-15.029357864379882,93.59,0.7088943777475596,4.60391770993491,0.764507,4.47448,0,02
2017-04-07,170407_010230_06,5da8a3b7-3a67-40a6-9e2f-f62728d2fb99,5,3,664641,514888,24,Strikeout,B,175,2.88,1.28,7.02939,8.72291,FF,,2,R,2,0,L,gid_2017_04_06_seamlb_houmlb_1/,Ball,141.162,2.9931,3,sea,0.07413005179681978,-133.74950931909663,0.29881830856548686,7.496511202875632,9.1879943324658,7.02939,8.72291,1.465709935871848,55,6.445088603476066,-4.713210447375124,-137.18073066977024,-1.4180461386075534,13.99244271850586,30.987387466430665,-15.029357864379882,93.59,0.7088943777475596,4.60391770993491,0.764507,4.47448,2216,02
2017-04-07,170407_010259hou,0b361d4d-3666-4983-96dc-9cf6b4e9a50a,5,4,664641,514888,24,Strikeout,S,176,3.479,1.448,6.12589,9.12735,FF,6,0.879,R,2,1,L,gid_2017_04_06_seamlb_houmlb_1/,Foul,146.161,0.293277,3,sea,0.07435548202730492,-133.4083201920682,0.29894937820415146,6.605385043389793,9.588096124570068,6.12589,9.12735,1.1501855174728863,55,6.367375750321543,-7.116506532832503,-136.63776269241433,-5.524536175439208,12.31832276916504,29.069943237304688,-14.298246337890625,93.36,-0.7323073985880184,2.900105860167971,-0.684319,2.76132,0,12
2017-04-07,170407_010250_06,0b361d4d-3666-4983-96dc-9cf6b4e9a50a,5,4,664641,514888,24,Strikeout,S,176,2.88,1.28,6.12589,9.12735,FF,,2,R,2,1,L,gid_2017_04_06_seamlb_houmlb_1/,Foul,146.161,0.851653,3,sea,0.07435548202730492,-133.4083201920682,0.29894937820415146,6.605385043389793,9.588096124570068,6.12589,9.12735,1.1501855174728863,55,6.367375750321543,-7.116506532832503,-136.63776269241433,-5.524536175439208,12.31832276916504,29.069943237304688,-14.298246337890625,93.36,-0.7323073985880184,2.900105860167971,-0.684319,2.76132,2180,12
2017-04-07,170407_010314hou,6ec1b3b5-80ea-4d9d-b568-17c7c44a54c3,5,5,664641,514888,24,Strikeout,S,177,3.479,1.448,4.89405,2.69858,SL,20,0.919,R,2,1,L,gid_2017_04_06_seamlb_houmlb_1/,Swinging Strike (Blocked),118.887,-2.56962,3,sea,0.08448535869246394,-117.49171539857147,0.33845486067886693,5.54017380951286,3.4012151465724934,4.89405,2.69858,1.6962012766687475,55,6.249740679122684,-7.503570400850931,-120.09818519871662,-7.047923472569815,8.060660472869873,20.642363357543946,-27.230411483764648,82.19,-0.9204483765036463,0.034029352789815004,-0.892645,-0.14595,0,12
2017-04-07,170407_010310_06,6ec1b3b5-80ea-4d9d-b568-17c7c44a54c3,5,5,664641,514888,24,Strikeout,S,177,2.88,1.28,4.89405,2.69858,SL,,2,R,2,1,L,gid_2017_04_06_seamlb_houmlb_1/,Swinging Strike (Blocked),118.887,-2.78244,3,sea,0.08448535869246394,-117.49171539857147,0.33845486067886693,5.54017380951286,3.4012151465724934,4.89405,2.69858,1.6962012766687475,55,6.249740679122684,-7.503570400850931,-120.09818519871662,-7.047923472569815,8.060660472869873,20.642363357543946,-27.230411483764648,82.19,-0.9204483765036463,0.034029352789815004,-0.892645,-0.14595,983,12
